env,variant,residual,rollout_error,success,energy_drop
point_mass,candidate,0.8127,0.9405785935993015,0,0.0
point_mass,goal_only,0.8127,0.9405785935993015,0,0.0
point_mass,world_goal,0.8127,0.9405785935993015,0,0.0
point_mass,world_goal_smooth,0.08330105499504317,0.36013452587322087,0,0.7077697996758369
point_mass,world_goal_actionability,0.000127628179534758,0.002924285627839022,1,10.407641077891816
point_mass,full_energy,0.00011786340040413711,0.002929947625973833,1,11.479171377319918
nonholonomic_car,candidate,1.8471479647868734,2.2030389137060964,0,0.0
nonholonomic_car,goal_only,1.8471479647868734,2.2030389137060964,0,0.0
nonholonomic_car,world_goal,1.8471479647868734,2.2030389137060964,0,0.0
nonholonomic_car,world_goal_smooth,0.42210515633641643,1.7249612839856991,0,1.158432809235532
nonholonomic_car,world_goal_actionability,0.006154522241228389,0.17209130024309283,1,14.604417756493959
nonholonomic_car,full_energy,0.0015613644689347745,0.12979293056778793,1,16.91190373898248
two_link_arm,candidate,0.5872564574654769,1.1823237257915635,0,0.0
two_link_arm,goal_only,0.5872564574654769,1.1823237257915635,0,0.0
two_link_arm,world_goal,0.5872564574654769,1.1823237257915635,0,0.0
two_link_arm,world_goal_smooth,0.002741237298295315,0.21064247832336802,1,1.6591868408092305
two_link_arm,world_goal_actionability,0.00010024703085115247,0.034886243560309595,1,12.031965374165164
two_link_arm,full_energy,9.409898924734765e-05,0.03191967286285877,1,14.028291408004943
planar_pusher,candidate,0.1562045454545454,1.0771883249244585,0,0.0
planar_pusher,goal_only,0.1562045454545454,1.0771883249244585,0,0.0
planar_pusher,world_goal,0.1562045454545454,1.0771883249244585,0,0.0
planar_pusher,world_goal_smooth,0.028461921230237008,0.9823502822720456,0,0.13702423321724216
planar_pusher,world_goal_actionability,0.06733373756955488,0.2598507949599978,1,-7.019167302467837
planar_pusher,full_energy,0.018831223689650782,0.4769853426314406,1,-5.159517175420645
